transcript_id	gene_id
g1484.t1	g1484
g14841.t1	g14841
g14842.t1	g14842
g14843.t1	g14843
g1485.t1	g1485
g14854.t1	g14854
g14874.t1	g14874
g14875.t1	g14875
g14875.t2	g14875
g14875.t3	g14875
g14875.t4	g14875
g14876.t1	g14876
g14883.t1	g14883
g14884.t1	g14884
g14898.t1	g14898
g14900.t1	g14900
g14901.t1	g14901
g14902.t1	g14902
g14903.t1	g14903
g14903.t2	g14903
g14906.t1	g14906
g14908.t1	g14908
g14909.t1	g14909
g14911.t1	g14911
g14912.t1	g14912
g14912.t2	g14912
g14913.t1	g14913
g14914.t1	g14914
g14920.t1	g14920
g14921.t1	g14921
g14922.t1	g14922
g14923.t1	g14923
g14926.t1	g14926
g14927.t1	g14927
g14927.t2	g14927
g14928.t1	g14928
g14928.t2	g14928
g14928.t3	g14928
g1493.t1	g1493
g14930.t1	g14930
g14931.t1	g14931
g14936.t1	g14936
g14939.t1	g14939
g14940.t1	g14940
g14944.t1	g14944
g14953.t1	g14953
g14953.t2	g14953
g14957.t1	g14957
g14958.t1	g14958
g1496.t1	g1496
g14960.t1	g14960
g14962.t1	g14962
g14963.t1	g14963
g14967.t1	g14967
g14970.t1	g14970
g14971.t1	g14971
g14972.t1	g14972
g14975.t1	g14975
g14976.t1	g14976
g14979.t1	g14979
g14981.t1	g14981
g14982.t1	g14982
g14983.t1	g14983
g14983.t2	g14983
g14985.t1	g14985
g14992.t1	g14992
g14992.t2	g14992
g14993.t1	g14993
g14996.t1	g14996
g14996.t2	g14996
g15003.t1	g15003
g15004.t1	g15004
g15004.t2	g15004
g15005.t1	g15005
g15006.t1	g15006
g15007.t1	g15007
g15011.t1	g15011
g15012.t1	g15012
g15018.t1	g15018
g15020.t1	g15020
g15021.t1	g15021
g15023.t1	g15023
g15024.t1	g15024
g15024.t2	g15024
g15025.t1	g15025
g15026.t1	g15026
g15027.t1	g15027
g15028.t1	g15028
g15029.t1	g15029
g15029.t2	g15029
g15030.t1	g15030
g15032.t1	g15032
g15035.t1	g15035
g15037.t1	g15037
g15038.t1	g15038
g15039.t1	g15039
g15040.t1	g15040
g15041.t1	g15041
g15042.t1	g15042
g15043.t1	g15043
g15047.t1	g15047
g15048.t1	g15048
g15049.t1	g15049
g15050.t1	g15050
g15052.t1	g15052
g15056.t1	g15056
g15059.t1	g15059
g15064.t1	g15064
g15065.t1	g15065
g15068.t1	g15068
g15069.t1	g15069
g15072.t1	g15072
g15073.t1	g15073
g15073.t2	g15073
g15074.t1	g15074
g15077.t1	g15077
g15078.t1	g15078
g15079.t1	g15079
g15080.t1	g15080
g15081.t1	g15081
g15081.t2	g15081
g15082.t1	g15082
g15086.t1	g15086
g15087.t1	g15087
g15088.t1	g15088
g15089.t1	g15089
g15090.t1	g15090
g15090.t2	g15090
g15091.t1	g15091
g15092.t1	g15092
g15093.t1	g15093
g15094.t1	g15094
g15095.t1	g15095
g15096.t1	g15096
g15098.t1	g15098
g151.t1	g151
g15100.t1	g15100
g15103.t1	g15103
g15104.t1	g15104
g15109.t1	g15109
g1511.t1	g1511
g15111.t1	g15111
g15111.t2	g15111
g15112.t1	g15112
g15113.t1	g15113
g15114.t1	g15114
g15115.t1	g15115
g15116.t1	g15116
g15118.t1	g15118
g1512.t1	g1512
g1512.t2	g1512
g15120.t1	g15120
g15121.t1	g15121
g15122.t1	g15122
g15122.t2	g15122
g15123.t1	g15123
g15125.t1	g15125
g15126.t1	g15126
g15129.t1	g15129
g1513.t1	g1513
g15130.t1	g15130
g15131.t1	g15131
g15136.t1	g15136
g15138.t1	g15138
g15141.t1	g15141
g15144.t1	g15144
g15145.t1	g15145
g15146.t1	g15146
g15147.t1	g15147
g15148.t1	g15148
g15149.t1	g15149
g15151.t1	g15151
g15152.t1	g15152
g15153.t1	g15153
g15156.t1	g15156
g15156.t2	g15156
g15156.t3	g15156
g15160.t1	g15160
g15162.t1	g15162
g15164.t1	g15164
g15165.t1	g15165
g15167.t1	g15167
g15169.t1	g15169
g1517.t1	g1517
g15170.t1	g15170
g15171.t1	g15171
g15172.t1	g15172
g15174.t1	g15174
g15175.t1	g15175
g15177.t1	g15177
g15178.t1	g15178
g15179.t1	g15179
g1518.t1	g1518
g15180.t1	g15180
g15183.t1	g15183
g15184.t1	g15184
g15186.t1	g15186
g15187.t1	g15187
g15192.t1	g15192
g15193.t1	g15193
g15194.t1	g15194
g15194.t2	g15194
g15195.t1	g15195
g15197.t1	g15197
g15198.t1	g15198
g15204.t1	g15204
g15205.t1	g15205
g15206.t1	g15206
g15208.t1	g15208
g1521.t1	g1521
g15210.t1	g15210
g15211.t1	g15211
g15212.t1	g15212
g15213.t1	g15213
g15214.t1	g15214
g15215.t1	g15215
g15216.t1	g15216
g15217.t1	g15217
g15219.t1	g15219
g1522.t1	g1522
g15220.t1	g15220
g15222.t1	g15222
g15223.t1	g15223
g15223.t2	g15223
g15224.t1	g15224
g15225.t1	g15225
g15226.t1	g15226
g15227.t1	g15227
g15228.t1	g15228
g15229.t1	g15229
g1523.t1	g1523
g1523.t2	g1523
g1523.t3	g1523
g1523.t4	g1523
g15230.t1	g15230
g15231.t1	g15231
g15232.t1	g15232
g15232.t2	g15232
g15232.t3	g15232
g15233.t1	g15233
g15233.t2	g15233
g15235.t1	g15235
g1524.t1	g1524
g15245.t1	g15245
g15246.t1	g15246
g15247.t1	g15247
g15247.t2	g15247
g15249.t1	g15249
g1525.t1	g1525
g15250.t1	g15250
g15251.t1	g15251
g15252.t1	g15252
g15253.t1	g15253
g15254.t1	g15254
g15256.t1	g15256
g1526.t1	g1526
g15260.t1	g15260
g15261.t1	g15261
g15262.t1	g15262
g15263.t1	g15263
g15264.t1	g15264
g15267.t1	g15267
g15269.t1	g15269
g15271.t1	g15271
g15271.t2	g15271
g15271.t3	g15271
g15271.t4	g15271
g15273.t1	g15273
g15274.t1	g15274
g15275.t1	g15275
g15276.t1	g15276
g15277.t1	g15277
g15278.t1	g15278
g15279.t1	g15279
g15279.t2	g15279
g15279.t3	g15279
g1528.t1	g1528
g15280.t1	g15280
g15281.t1	g15281
g15288.t1	g15288
g15288.t2	g15288
g1529.t1	g1529
g15291.t1	g15291
g15292.t1	g15292
g15293.t1	g15293
g15294.t1	g15294
g15295.t1	g15295
g15295.t2	g15295
g15296.t1	g15296
g15297.t1	g15297
g15298.t1	g15298
g15299.t1	g15299
g153.t1	g153
g153.t2	g153
g1530.t1	g1530
g15301.t1	g15301
g15302.t1	g15302
g15304.t1	g15304
g15305.t1	g15305
g15306.t1	g15306
g1531.t1	g1531
g15311.t1	g15311
g15311.t2	g15311
g15311.t3	g15311
g15317.t1	g15317
g15317.t2	g15317
g15318.t1	g15318
g15319.t1	g15319
g1532.t1	g1532
g15320.t1	g15320
g15321.t1	g15321
g15322.t1	g15322
g15326.t1	g15326
g15328.t1	g15328
g15329.t1	g15329
g1533.t1	g1533
g1533.t2	g1533
g1533.t3	g1533
g1533.t4	g1533
g15330.t1	g15330
g15336.t1	g15336
g15336.t2	g15336
g15336.t3	g15336
g15336.t4	g15336
g15336.t5	g15336
g15338.t1	g15338
g1534.t1	g1534
g15348.t1	g15348
g15353.t1	g15353
g15354.t1	g15354
g15355.t1	g15355
g15355.t2	g15355
g15356.t1	g15356
g15357.t1	g15357
g15358.t1	g15358
g15359.t1	g15359
g15359.t2	g15359
g15361.t1	g15361
g15361.t2	g15361
g15362.t1	g15362
g15363.t1	g15363
g15365.t1	g15365
g15366.t1	g15366
g15367.t1	g15367
g15368.t1	g15368
g15369.t1	g15369
g15369.t2	g15369
g15369.t3	g15369
g1537.t1	g1537
g15370.t1	g15370
g15373.t1	g15373
g15374.t1	g15374
g15375.t1	g15375
g15375.t2	g15375
g15376.t1	g15376
g15376.t2	g15376
g15377.t1	g15377
g15377.t2	g15377
g15379.t1	g15379
g15380.t1	g15380
g15383.t1	g15383
g15384.t1	g15384
g15385.t1	g15385
g15386.t1	g15386
g15387.t1	g15387
g15388.t1	g15388
g15389.t1	g15389
g1539.t1	g1539
g15390.t1	g15390
g15392.t1	g15392
g15392.t2	g15392
g15393.t1	g15393
g15394.t1	g15394
g15395.t1	g15395
g15396.t1	g15396
g15397.t1	g15397
g15398.t1	g15398
g154.t1	g154
g1540.t1	g1540
g15401.t1	g15401
g15402.t1	g15402
g15404.t1	g15404
g15405.t1	g15405
g15407.t1	g15407
g15408.t1	g15408
g1541.t1	g1541
g15411.t1	g15411
g15412.t1	g15412
g15415.t1	g15415
g15416.t1	g15416
g15417.t1	g15417
g15418.t1	g15418
g15419.t1	g15419
g15420.t1	g15420
g15421.t1	g15421
g15422.t1	g15422
g15428.t1	g15428
g15429.t1	g15429
g1543.t1	g1543
g15430.t1	g15430
g15431.t1	g15431
g15432.t1	g15432
g15434.t1	g15434
g15436.t1	g15436
g15437.t1	g15437
g15438.t1	g15438
g15441.t1	g15441
g15442.t1	g15442
g15443.t1	g15443
g15444.t1	g15444
g15445.t1	g15445
g15448.t1	g15448
g15449.t1	g15449
g15450.t1	g15450
g15451.t1	g15451
g15451.t2	g15451
g15455.t1	g15455
g15468.t1	g15468
g15468.t2	g15468
g1547.t1	g1547
g15470.t1	g15470
g15470.t2	g15470
g15471.t1	g15471
g15472.t1	g15472
g15472.t2	g15472
g15473.t1	g15473
g15474.t1	g15474
g15474.t2	g15474
g15474.t3	g15474
g15475.t1	g15475
g15476.t1	g15476
g15477.t1	g15477
g15479.t1	g15479
g1548.t1	g1548
g15481.t1	g15481
g15492.t1	g15492
g15495.t1	g15495
g15496.t1	g15496
g15497.t1	g15497
g15497.t2	g15497
g15499.t1	g15499
g155.t1	g155
g1550.t1	g1550
g15501.t1	g15501
g15503.t1	g15503
g15504.t1	g15504
g15505.t1	g15505
g15506.t1	g15506
g15507.t1	g15507
g15508.t1	g15508
g15508.t2	g15508
g15509.t1	g15509
g1551.t1	g1551
g15510.t1	g15510
g15514.t1	g15514
g1552.t1	g1552
g15521.t1	g15521
g15521.t2	g15521
g15522.t1	g15522
g15523.t1	g15523
g15524.t1	g15524
g15525.t1	g15525
g15526.t1	g15526
g15527.t1	g15527
g15528.t1	g15528
g15529.t1	g15529
g15530.t1	g15530
g15531.t1	g15531
g15532.t1	g15532
g15536.t1	g15536
g1554.t1	g1554
g15542.t1	g15542
g15543.t1	g15543
g15544.t1	g15544
g15545.t1	g15545
g1555.t1	g1555
g1555.t2	g1555
g15552.t1	g15552
g1556.t1	g1556
g15566.t1	g15566
g15567.t1	g15567
g15568.t1	g15568
g15569.t1	g15569
g1557.t1	g1557
g15570.t1	g15570
g15571.t1	g15571
g15572.t1	g15572
g15573.t1	g15573
g15574.t1	g15574
g15574.t2	g15574
g15574.t3	g15574
g15575.t1	g15575
g15576.t1	g15576
g15577.t1	g15577
g15577.t2	g15577
g15578.t1	g15578
g1558.t1	g1558
g15580.t1	g15580
g15581.t1	g15581
g15582.t1	g15582
g15583.t1	g15583
g15584.t1	g15584
g15585.t1	g15585
g15586.t1	g15586
g15587.t1	g15587
g1559.t1	g1559
g15590.t1	g15590
g156.t1	g156
g1560.t1	g1560
g15606.t1	g15606
g1561.t1	g1561
g1561.t2	g1561
g15611.t1	g15611
g15613.t1	g15613
g15613.t2	g15613
g15614.t1	g15614
g15615.t1	g15615
g15616.t1	g15616
g15618.t1	g15618
g15619.t1	g15619
g15619.t2	g15619
g15626.t1	g15626
g15627.t1	g15627
g15628.t1	g15628
g15630.t1	g15630
g15632.t1	g15632
g15632.t2	g15632
g15632.t3	g15632
g15635.t1	g15635
g15635.t2	g15635
g15648.t1	g15648
g15650.t1	g15650
g15651.t1	g15651
g15654.t1	g15654
g15655.t1	g15655
g15657.t1	g15657
g15657.t2	g15657
g15658.t1	g15658
g15660.t1	g15660
g15660.t2	g15660
g15660.t3	g15660
g15661.t1	g15661
g15662.t1	g15662
g15663.t1	g15663
g15664.t1	g15664
g15671.t1	g15671
g15682.t1	g15682
g15683.t1	g15683
g15684.t1	g15684
g15684.t2	g15684
g15685.t1	g15685
g15687.t1	g15687
g15690.t1	g15690
g15694.t1	g15694
g157.t1	g157
g15700.t1	g15700
g15704.t1	g15704
g15705.t1	g15705
g15728.t1	g15728
g1574.t1	g1574
g15744.t1	g15744
g15745.t1	g15745
g15748.t1	g15748
g1575.t1	g1575
g15751.t1	g15751
g15751.t2	g15751
g15752.t1	g15752
g15753.t1	g15753
g15754.t1	g15754
g1576.t1	g1576
g1576.t2	g1576
g1576.t3	g1576
g1577.t1	g1577
g15772.t1	g15772
g15772.t2	g15772
g15772.t3	g15772
g15773.t1	g15773
g15776.t1	g15776
g15776.t2	g15776
g15777.t1	g15777
g15778.t1	g15778
g1578.t1	g1578
g15785.t1	g15785
g15787.t1	g15787
g1579.t1	g1579
g15795.t1	g15795
g15796.t1	g15796
g158.t1	g158
g1580.t1	g1580
g15801.t1	g15801
g15801.t2	g15801
g15801.t3	g15801
g15801.t4	g15801
g15802.t1	g15802
g15804.t1	g15804
g15805.t1	g15805
g15809.t1	g15809
g15810.t1	g15810
g15810.t2	g15810
g15811.t1	g15811
g15812.t1	g15812
g15813.t1	g15813
g15814.t1	g15814
g15822.t1	g15822
g15822.t2	g15822
g15823.t1	g15823
g15823.t2	g15823
g15825.t1	g15825
g15829.t1	g15829
g15830.t1	g15830
g15831.t1	g15831
g15835.t1	g15835
g15836.t1	g15836
g15838.t1	g15838
g15840.t1	g15840
g15841.t1	g15841
g15842.t1	g15842
g15843.t1	g15843
g15844.t1	g15844
g15845.t1	g15845
g15848.t1	g15848
g15849.t1	g15849
g1585.t1	g1585
g15870.t1	g15870
g15873.t1	g15873
g15874.t1	g15874
g15875.t1	g15875
g15877.t1	g15877
g15879.t1	g15879
g1588.t1	g1588
g15885.t1	g15885
g15886.t1	g15886
g15887.t1	g15887
g15889.t1	g15889
g15890.t1	g15890
g15890.t2	g15890
g15890.t3	g15890
g15890.t4	g15890
g15890.t5	g15890
g15890.t6	g15890
g15890.t7	g15890
g15890.t8	g15890
g15890.t9	g15890
g15891.t1	g15891
g15892.t1	g15892
g15893.t1	g15893
g15894.t1	g15894
g15895.t1	g15895
g15896.t1	g15896
g15898.t1	g15898
g15899.t1	g15899
g159.t1	g159
g15900.t1	g15900
g15901.t1	g15901
g15902.t1	g15902
g15903.t1	g15903
g15905.t1	g15905
g15908.t1	g15908
g15909.t1	g15909
g15910.t1	g15910
g15913.t1	g15913
g15913.t2	g15913
g15913.t3	g15913
g15916.t1	g15916
g15916.t2	g15916
g15917.t1	g15917
g15918.t1	g15918
g15921.t1	g15921
g15921.t2	g15921
g15922.t1	g15922
g15923.t1	g15923
g15923.t2	g15923
g15924.t1	g15924
g15925.t1	g15925
g15926.t1	g15926
g15927.t1	g15927
g15928.t1	g15928
g15928.t2	g15928
g15929.t1	g15929
g15929.t2	g15929
g15929.t3	g15929
g1593.t1	g1593
g15930.t1	g15930
g15931.t1	g15931
g15934.t1	g15934
g15937.t1	g15937
g15938.t1	g15938
g15939.t1	g15939
g15941.t1	g15941
g15943.t1	g15943
g15944.t1	g15944
g15945.t1	g15945
g15947.t1	g15947
g15948.t1	g15948
g15948.t2	g15948
g1595.t1	g1595
g15952.t1	g15952
g15953.t1	g15953
g15953.t2	g15953
g15958.t1	g15958
g15959.t1	g15959
g15965.t1	g15965
g15966.t1	g15966
g15968.t1	g15968
g15969.t1	g15969
g15970.t1	g15970
g15972.t1	g15972
g15975.t1	g15975
g15976.t1	g15976
g15977.t1	g15977
g15982.t1	g15982
g15983.t1	g15983
g15983.t2	g15983
g15984.t1	g15984
g15985.t1	g15985
g15987.t1	g15987
g15988.t1	g15988
g15989.t1	g15989
g1599.t1	g1599
g15990.t1	g15990
g15990.t2	g15990
g15991.t1	g15991
g15992.t1	g15992
g15993.t1	g15993
g15994.t1	g15994
g15995.t1	g15995
g15996.t1	g15996
g15997.t1	g15997
g15999.t1	g15999
g16.t1	g16
g160.t1	g160
g1600.t1	g1600
g16000.t1	g16000
g16001.t1	g16001
g16002.t1	g16002
g16002.t2	g16002
g16003.t1	g16003
g16005.t1	g16005
g16006.t1	g16006
g16009.t1	g16009
g16009.t2	g16009
g16009.t3	g16009
g1601.t1	g1601
g1601.t2	g1601
g1601.t3	g1601
g16016.t1	g16016
g16017.t1	g16017
g16019.t1	g16019
g16019.t2	g16019
g1602.t1	g1602
g16021.t1	g16021
g16022.t1	g16022
g16026.t1	g16026
g16027.t1	g16027
g1603.t1	g1603
g16032.t1	g16032
g16033.t1	g16033
g16034.t1	g16034
g16035.t1	g16035
g16035.t2	g16035
g16036.t1	g16036
g16037.t1	g16037
g16038.t1	g16038
g16039.t1	g16039
g1604.t1	g1604
g16041.t1	g16041
g16042.t1	g16042
g16043.t1	g16043
g16044.t1	g16044
g16045.t1	g16045
g16047.t1	g16047
g16049.t1	g16049
g1605.t1	g1605
g1605.t2	g1605
g16055.t1	g16055
g16055.t2	g16055
g16056.t1	g16056
g16058.t1	g16058
g16059.t1	g16059
g1606.t1	g1606
g16066.t1	g16066
g1607.t1	g1607
g16071.t1	g16071
g16072.t1	g16072
g16075.t1	g16075
g16078.t1	g16078
g1608.t1	g1608
g16084.t1	g16084
g16086.t1	g16086
g16088.t1	g16088
g1609.t1	g1609
g16096.t1	g16096
g16098.t1	g16098
g16099.t1	g16099
g161.t1	g161
g1610.t1	g1610
g16101.t1	g16101
g16102.t1	g16102
g16105.t1	g16105
g16109.t1	g16109
g1611.t1	g1611
g16110.t1	g16110
g16110.t2	g16110
g16111.t1	g16111
g16112.t1	g16112
g16113.t1	g16113
g1612.t1	g1612
g1612.t2	g1612
g16121.t1	g16121
g16127.t1	g16127
g16128.t1	g16128
g1613.t1	g1613
g16130.t1	g16130
g16131.t1	g16131
g16132.t1	g16132
g16133.t1	g16133
g16134.t1	g16134
g16134.t2	g16134
g16134.t3	g16134
g16135.t1	g16135
g16136.t1	g16136
g16138.t1	g16138
g16146.t1	g16146
g16147.t1	g16147
g16148.t1	g16148
g16149.t1	g16149
g1615.t1	g1615
g16150.t1	g16150
g16151.t1	g16151
g16152.t1	g16152
g16153.t1	g16153
g16154.t1	g16154
g16155.t1	g16155
g16156.t1	g16156
g1616.t1	g1616
g16161.t1	g16161
g16167.t1	g16167
g16169.t1	g16169
g1617.t1	g1617
g16170.t1	g16170
g16171.t1	g16171
g16173.t1	g16173
g16173.t2	g16173
g16174.t1	g16174
g1618.t1	g1618
g16180.t1	g16180
g16181.t1	g16181
g16181.t2	g16181
g16181.t3	g16181
g16181.t4	g16181
g16182.t1	g16182
g16186.t1	g16186
g16187.t1	g16187
g16188.t1	g16188
g16189.t1	g16189
g1619.t1	g1619
g16190.t1	g16190
g16193.t1	g16193
g16194.t1	g16194
g16195.t1	g16195
g16196.t1	g16196
g16197.t1	g16197
g16198.t1	g16198
g16199.t1	g16199
g16199.t2	g16199
g162.t1	g162
g1620.t1	g1620
g16204.t1	g16204
g16205.t1	g16205
g16220.t1	g16220
g16220.t2	g16220
g16222.t1	g16222
g16224.t1	g16224
g16228.t1	g16228
g16229.t1	g16229
g16230.t1	g16230
g16231.t1	g16231
g16231.t2	g16231
g16231.t3	g16231
g16235.t1	g16235
g16236.t1	g16236
g16236.t2	g16236
g16237.t1	g16237
g16242.t1	g16242
g16242.t2	g16242
g16242.t3	g16242
g16243.t1	g16243
g16245.t1	g16245
g16247.t1	g16247
g16248.t1	g16248
g16249.t1	g16249
g16249.t2	g16249
g1625.t1	g1625
g16251.t1	g16251
g16253.t1	g16253
g16253.t2	g16253
g16253.t3	g16253
g16258.t1	g16258
g16261.t1	g16261
g16262.t1	g16262
g16263.t1	g16263
g16264.t1	g16264
g16265.t1	g16265
g16266.t1	g16266
g16267.t1	g16267
g16269.t1	g16269
g1627.t1	g1627
g16270.t1	g16270
g16271.t1	g16271
g16273.t1	g16273
g16274.t1	g16274
g16275.t1	g16275
g16279.t1	g16279
g16282.t1	g16282
g16283.t1	g16283
g16284.t1	g16284
g16285.t1	g16285
g16287.t1	g16287
g16288.t1	g16288
g16289.t1	g16289
g1629.t1	g1629
g16290.t1	g16290
g16291.t1	g16291
g16292.t1	g16292
g16292.t2	g16292
g16293.t1	g16293
g16294.t1	g16294
g16295.t1	g16295
g16298.t1	g16298
g16302.t1	g16302
g16303.t1	g16303
g16304.t1	g16304
g16306.t1	g16306
g16307.t1	g16307
g16308.t1	g16308
g16310.t1	g16310
g16311.t1	g16311
g16312.t1	g16312
g16313.t1	g16313
g16313.t2	g16313
g16313.t3	g16313
g16316.t1	g16316
g16317.t1	g16317
g16318.t1	g16318
g16319.t1	g16319
g1632.t1	g1632
g16320.t1	g16320
g16321.t1	g16321
g16321.t2	g16321
g16321.t3	g16321
g16321.t4	g16321
g16323.t1	g16323
g16324.t1	g16324
g16325.t1	g16325
g16325.t2	g16325
g16325.t3	g16325
g16326.t1	g16326
g16327.t1	g16327
g16327.t2	g16327
g16328.t1	g16328
g16334.t1	g16334
g16342.t1	g16342
g16343.t1	g16343
g16345.t1	g16345
g16346.t1	g16346
g16347.t1	g16347
g16348.t1	g16348
g16349.t1	g16349
g16350.t1	g16350
g16351.t1	g16351
g16352.t1	g16352
g16354.t1	g16354
g16355.t1	g16355
g16356.t1	g16356
g16357.t1	g16357
g16358.t1	g16358
g16358.t2	g16358
g16359.t1	g16359
g16359.t2	g16359
g1636.t1	g1636
g16360.t1	g16360
g16367.t1	g16367
g16368.t1	g16368
g16368.t2	g16368
g16369.t1	g16369
g16370.t1	g16370
g16371.t1	g16371
g16372.t1	g16372
g16373.t1	g16373
g16373.t2	g16373
g16373.t3	g16373
g16373.t4	g16373
g16373.t5	g16373
g16374.t1	g16374
g16376.t1	g16376
g16377.t1	g16377
g16377.t2	g16377
g16378.t1	g16378
g16379.t1	g16379
g16379.t2	g16379
g16380.t1	g16380
g16381.t1	g16381
g16382.t1	g16382
g16384.t1	g16384
g16385.t1	g16385
g16388.t1	g16388
g16389.t1	g16389
g16390.t1	g16390
g16391.t1	g16391
g16391.t2	g16391
g16392.t1	g16392
g16392.t2	g16392
g16392.t3	g16392
g16392.t4	g16392
g16393.t1	g16393
g16399.t1	g16399
g164.t1	g164
g164.t2	g164
g1640.t1	g1640
g16400.t1	g16400
g16401.t1	g16401
g16402.t1	g16402
g16402.t2	g16402
g16402.t3	g16402
g16403.t1	g16403
g16405.t1	g16405
g16406.t1	g16406
g16407.t1	g16407
g16408.t1	g16408
g16409.t1	g16409
g1641.t1	g1641
g16410.t1	g16410
g16411.t1	g16411
g16412.t1	g16412
g16413.t1	g16413
g16413.t2	g16413
g16413.t3	g16413
g16414.t1	g16414
g16415.t1	g16415
g16416.t1	g16416
g16417.t1	g16417
g16418.t1	g16418
g16419.t1	g16419
g16420.t1	g16420
g16421.t1	g16421
g16422.t1	g16422
g16423.t1	g16423
g16424.t1	g16424
g1643.t1	g1643
g16430.t1	g16430
g16432.t1	g16432
g16434.t1	g16434
g16435.t1	g16435
g16436.t1	g16436
g1644.t1	g1644
g16440.t1	g16440
g16441.t1	g16441
g16442.t1	g16442
g16443.t1	g16443
g16444.t1	g16444
g16445.t1	g16445
g16446.t1	g16446
g16447.t1	g16447
g16448.t1	g16448
g1645.t1	g1645
g16450.t1	g16450
g16451.t1	g16451
g16452.t1	g16452
g16453.t1	g16453
g16454.t1	g16454
g16455.t1	g16455
g16455.t2	g16455
g16456.t1	g16456
g16456.t2	g16456
g16456.t3	g16456
g1646.t1	g1646
g1646.t2	g1646
g16466.t1	g16466
g16470.t1	g16470
g16471.t1	g16471
g16476.t1	g16476
g16480.t1	g16480
g16481.t1	g16481
g16482.t1	g16482
g16482.t2	g16482
g16484.t1	g16484
g16485.t1	g16485
g16485.t2	g16485
g16486.t1	g16486
g16487.t1	g16487
g16488.t1	g16488
g16489.t1	g16489
g16492.t1	g16492
g16492.t2	g16492
g16493.t1	g16493
g16496.t1	g16496
g16496.t2	g16496
g16496.t3	g16496
g165.t1	g165
g16501.t1	g16501
g16501.t2	g16501
g16501.t3	g16501
g16502.t1	g16502
g16503.t1	g16503
g16503.t2	g16503
g16503.t3	g16503
g16504.t1	g16504
g16504.t2	g16504
g16505.t1	g16505
g16506.t1	g16506
g16507.t1	g16507
g16509.t1	g16509
g16510.t1	g16510
g16511.t1	g16511
g16519.t1	g16519
g16535.t1	g16535
g16537.t1	g16537
g16537.t2	g16537
g16537.t3	g16537
g1654.t1	g1654
g16543.t1	g16543
g16543.t2	g16543
g16543.t3	g16543
g16543.t4	g16543
g16544.t1	g16544
g16548.t1	g16548
g16549.t1	g16549
g1655.t1	g1655
g16550.t1	g16550
g16550.t2	g16550
g16550.t3	g16550
g16552.t1	g16552
g1656.t1	g1656
g16560.t1	g16560
g16560.t2	g16560
g16562.t1	g16562
g16564.t1	g16564
g16564.t2	g16564
g16564.t3	g16564
g16565.t1	g16565
g16566.t1	g16566
g16568.t1	g16568
g16569.t1	g16569
g1657.t1	g1657
g16571.t1	g16571
g16572.t1	g16572
g16573.t1	g16573
g16574.t1	g16574
g16576.t1	g16576
g16577.t1	g16577
g16577.t2	g16577
g16578.t1	g16578
g16579.t1	g16579
g1658.t1	g1658
g16580.t1	g16580
g16581.t1	g16581
g16584.t1	g16584
g16585.t1	g16585
g16586.t1	g16586
g16587.t1	g16587
g16587.t2	g16587
g16589.t1	g16589
g16589.t2	g16589
g16589.t3	g16589
g1659.t1	g1659
g16590.t1	g16590
g16592.t1	g16592
g16593.t1	g16593
g16594.t1	g16594
g16596.t1	g16596
g16597.t1	g16597
g16598.t1	g16598
g16599.t1	g16599
g166.t1	g166
g166.t2	g166
g1660.t1	g1660
g1660.t2	g1660
g16600.t1	g16600
g16601.t1	g16601
g16602.t1	g16602
g16602.t2	g16602
g16606.t1	g16606
g16607.t1	g16607
g16608.t1	g16608
g16609.t1	g16609
g1661.t1	g1661
g16617.t1	g16617
g1662.t1	g1662
g16620.t1	g16620
g16621.t1	g16621
g16622.t1	g16622
g16624.t1	g16624
g16627.t1	g16627
g16637.t1	g16637
g1665.t1	g1665
g16664.t1	g16664
g16666.t1	g16666
g16667.t1	g16667
g16668.t1	g16668
g16669.t1	g16669
g1667.t1	g1667
g16670.t1	g16670
g16671.t1	g16671
g16672.t1	g16672
g16672.t2	g16672
g16673.t1	g16673
g16674.t1	g16674
g16675.t1	g16675
g16676.t1	g16676
g16679.t1	g16679
g16680.t1	g16680
g16681.t1	g16681
g16682.t1	g16682
g16683.t1	g16683
g16684.t1	g16684
g16686.t1	g16686
g16687.t1	g16687
g16687.t2	g16687
g16688.t1	g16688
g16689.t1	g16689
g16690.t1	g16690
g16691.t1	g16691
g16692.t1	g16692
g16692.t2	g16692
g16693.t1	g16693
g16694.t1	g16694
g16695.t1	g16695
g16696.t1	g16696
g16697.t1	g16697
g16698.t1	g16698
g16699.t1	g16699
g16699.t2	g16699
g16699.t3	g16699
g16703.t1	g16703
g16706.t1	g16706
g16706.t2	g16706
g16710.t1	g16710
g16717.t1	g16717
g16718.t1	g16718
g16719.t1	g16719
g16720.t1	g16720
g16721.t1	g16721
g16725.t1	g16725
g16727.t1	g16727
g16728.t1	g16728
g1673.t1	g1673
g16730.t1	g16730
g16733.t1	g16733
g16734.t1	g16734
g16735.t1	g16735
g16736.t1	g16736
g16737.t1	g16737
g16738.t1	g16738
g16739.t1	g16739
g1674.t1	g1674
g16740.t1	g16740
g16741.t1	g16741
g16742.t1	g16742
g16743.t1	g16743
g16744.t1	g16744
g16745.t1	g16745
g16745.t2	g16745
g16746.t1	g16746
g16747.t1	g16747
g16748.t1	g16748
g16753.t1	g16753
g16754.t1	g16754
g16755.t1	g16755
g16759.t1	g16759
g16762.t1	g16762
g16762.t2	g16762
g16763.t1	g16763
g16766.t1	g16766
g16767.t1	g16767
g16768.t1	g16768
