transcript_id	gene_id
g23333.t2	g23333
g23334.t1	g23334
g23335.t1	g23335
g23336.t1	g23336
g23337.t1	g23337
g23338.t1	g23338
g2334.t1	g2334
g23340.t1	g23340
g23342.t1	g23342
g23344.t1	g23344
g23346.t1	g23346
g23347.t1	g23347
g23348.t1	g23348
g23349.t1	g23349
g23354.t1	g23354
g23356.t1	g23356
g23357.t1	g23357
g23357.t2	g23357
g23358.t1	g23358
g23359.t1	g23359
g23366.t1	g23366
g23367.t1	g23367
g23368.t1	g23368
g23369.t1	g23369
g23370.t1	g23370
g23373.t1	g23373
g23374.t1	g23374
g23375.t1	g23375
g23376.t1	g23376
g23376.t2	g23376
g23376.t3	g23376
g23377.t1	g23377
g23378.t1	g23378
g23379.t1	g23379
g2338.t1	g2338
g2338.t2	g2338
g2338.t3	g2338
g23380.t1	g23380
g23382.t1	g23382
g23383.t1	g23383
g23384.t1	g23384
g23385.t1	g23385
g23386.t1	g23386
g23387.t1	g23387
g23387.t2	g23387
g23388.t1	g23388
g23388.t2	g23388
g23388.t3	g23388
g2339.t1	g2339
g23392.t1	g23392
g23394.t1	g23394
g23396.t1	g23396
g23397.t1	g23397
g23399.t1	g23399
g234.t1	g234
g2340.t1	g2340
g23400.t1	g23400
g23401.t1	g23401
g23403.t1	g23403
g23404.t1	g23404
g23405.t1	g23405
g23406.t1	g23406
g23407.t1	g23407
g23408.t1	g23408
g23409.t1	g23409
g2341.t1	g2341
g23411.t1	g23411
g23412.t1	g23412
g23413.t1	g23413
g23414.t1	g23414
g23415.t1	g23415
g23417.t1	g23417
g23418.t1	g23418
g23419.t1	g23419
g2342.t1	g2342
g23420.t1	g23420
g23421.t1	g23421
g23422.t1	g23422
g23423.t1	g23423
g23424.t1	g23424
g23427.t1	g23427
g23428.t1	g23428
g23429.t1	g23429
g2343.t1	g2343
g23439.t1	g23439
g2344.t1	g2344
g23443.t1	g23443
g23445.t1	g23445
g23446.t1	g23446
g23447.t1	g23447
g23453.t1	g23453
g23454.t1	g23454
g23455.t1	g23455
g23456.t1	g23456
g23457.t1	g23457
g23459.t1	g23459
g2346.t1	g2346
g23465.t1	g23465
g23465.t2	g23465
g23466.t1	g23466
g2347.t1	g2347
g23473.t1	g23473
g23474.t1	g23474
g23475.t1	g23475
g2348.t1	g2348
g23482.t1	g23482
g23483.t1	g23483
g23484.t1	g23484
g23484.t2	g23484
g23485.t1	g23485
g23486.t1	g23486
g23486.t2	g23486
g23487.t1	g23487
g23489.t1	g23489
g23489.t2	g23489
g2349.t1	g2349
g23490.t1	g23490
g23494.t1	g23494
g23496.t1	g23496
g23497.t1	g23497
g235.t1	g235
g2350.t1	g2350
g2351.t1	g2351
g23514.t1	g23514
g23515.t1	g23515
g23516.t1	g23516
g23518.t1	g23518
g23519.t1	g23519
g2352.t1	g2352
g23520.t1	g23520
g23520.t2	g23520
g23520.t3	g23520
g23522.t1	g23522
g23522.t2	g23522
g23523.t1	g23523
g23525.t1	g23525
g23526.t1	g23526
g2353.t1	g2353
g23530.t1	g23530
g23531.t1	g23531
g23532.t1	g23532
g2354.t1	g2354
g2354.t2	g2354
g2354.t3	g2354
g2354.t4	g2354
g23541.t1	g23541
g23542.t1	g23542
g23543.t1	g23543
g23544.t1	g23544
g23545.t1	g23545
g23546.t1	g23546
g23547.t1	g23547
g23548.t1	g23548
g23549.t1	g23549
g2355.t1	g2355
g23550.t1	g23550
g23551.t1	g23551
g23552.t1	g23552
g23553.t1	g23553
g23554.t1	g23554
g23555.t1	g23555
g23557.t1	g23557
g23558.t1	g23558
g23559.t1	g23559
g23560.t1	g23560
g23561.t1	g23561
g23562.t1	g23562
g23563.t1	g23563
g23564.t1	g23564
g23564.t2	g23564
g23564.t3	g23564
g23565.t1	g23565
g23566.t1	g23566
g23566.t2	g23566
g23567.t1	g23567
g23568.t1	g23568
g2357.t1	g2357
g23572.t1	g23572
g23573.t1	g23573
g2358.t1	g2358
g2358.t2	g2358
g23581.t1	g23581
g23582.t1	g23582
g23588.t1	g23588
g2359.t1	g2359
g23590.t1	g23590
g23592.t1	g23592
g23593.t1	g23593
g23594.t1	g23594
g23594.t2	g23594
g23595.t1	g23595
g23596.t1	g23596
g23597.t1	g23597
g23599.t1	g23599
g236.t1	g236
g2360.t1	g2360
g23603.t1	g23603
g23604.t1	g23604
g23606.t1	g23606
g23607.t1	g23607
g23608.t1	g23608
g23609.t1	g23609
g2361.t1	g2361
g23616.t1	g23616
g23617.t1	g23617
g23618.t1	g23618
g23619.t1	g23619
g2362.t1	g2362
g23620.t1	g23620
g23621.t1	g23621
g23622.t1	g23622
g23628.t1	g23628
g23629.t1	g23629
g2363.t1	g2363
g23630.t1	g23630
g23631.t1	g23631
g23632.t1	g23632
g23634.t1	g23634
g23634.t2	g23634
g23635.t1	g23635
g23635.t2	g23635
g23636.t1	g23636
g23637.t1	g23637
g2364.t1	g2364
g23647.t1	g23647
g23649.t1	g23649
g2365.t1	g2365
g23650.t1	g23650
g23652.t1	g23652
g23658.t1	g23658
g2366.t1	g2366
g23661.t1	g23661
g23661.t2	g23661
g23667.t1	g23667
g23669.t1	g23669
g23670.t1	g23670
g23672.t1	g23672
g2368.t1	g2368
g23687.t1	g23687
g23689.t1	g23689
g2369.t1	g2369
g23690.t1	g23690
g23691.t1	g23691
g23692.t1	g23692
g23692.t2	g23692
g23696.t1	g23696
g23698.t1	g23698
g23698.t2	g23698
g23699.t1	g23699
g2370.t1	g2370
g23700.t1	g23700
g23701.t1	g23701
g23702.t1	g23702
g23703.t1	g23703
g23704.t1	g23704
g23705.t1	g23705
g23706.t1	g23706
g23707.t1	g23707
g23708.t1	g23708
g23709.t1	g23709
g2371.t1	g2371
g2371.t2	g2371
g2371.t3	g2371
g2371.t4	g2371
g23710.t1	g23710
g23711.t1	g23711
g23712.t1	g23712
g23713.t1	g23713
g23714.t1	g23714
g23716.t1	g23716
g23717.t1	g23717
g23718.t1	g23718
g2372.t1	g2372
g23720.t1	g23720
g23720.t2	g23720
g23721.t1	g23721
g23723.t1	g23723
g23725.t1	g23725
g23726.t1	g23726
g23727.t1	g23727
g23728.t1	g23728
g23729.t1	g23729
g2373.t1	g2373
g23730.t1	g23730
g23731.t1	g23731
g23731.t2	g23731
g23731.t3	g23731
g23731.t4	g23731
g23733.t1	g23733
g23734.t1	g23734
g23736.t1	g23736
g2374.t1	g2374
g23745.t1	g23745
g23746.t1	g23746
g23747.t1	g23747
g23748.t1	g23748
g23748.t2	g23748
g23749.t1	g23749
g2375.t1	g2375
g23750.t1	g23750
g23750.t2	g23750
g23751.t1	g23751
g23752.t1	g23752
g23753.t1	g23753
g23756.t1	g23756
g2376.t1	g2376
g2376.t2	g2376
g23765.t1	g23765
g23765.t2	g23765
g23766.t1	g23766
g2377.t1	g2377
g2377.t2	g2377
g2377.t3	g2377
g23770.t1	g23770
g23771.t1	g23771
g23772.t1	g23772
g23772.t10	g23772
g23772.t11	g23772
g23772.t12	g23772
g23772.t2	g23772
g23772.t3	g23772
g23772.t4	g23772
g23772.t5	g23772
g23772.t6	g23772
g23772.t7	g23772
g23772.t8	g23772
g23772.t9	g23772
g23773.t1	g23773
g23774.t1	g23774
g23776.t1	g23776
g23777.t1	g23777
g2378.t1	g2378
g23781.t1	g23781
g23787.t1	g23787
g23789.t1	g23789
g23790.t1	g23790
g23791.t1	g23791
g23792.t1	g23792
g23793.t1	g23793
g23794.t1	g23794
g23798.t1	g23798
g238.t1	g238
g2380.t1	g2380
g23800.t1	g23800
g23801.t1	g23801
g23804.t1	g23804
g23805.t1	g23805
g23806.t1	g23806
g2381.t1	g2381
g23816.t1	g23816
g23817.t1	g23817
g2382.t1	g2382
g23823.t1	g23823
g23824.t1	g23824
g23825.t1	g23825
g23826.t1	g23826
g23827.t1	g23827
g23829.t1	g23829
g2383.t1	g2383
g23830.t1	g23830
g23830.t2	g23830
g23833.t1	g23833
g23835.t1	g23835
g23836.t1	g23836
g23838.t1	g23838
g23841.t1	g23841
g23845.t1	g23845
g23846.t1	g23846
g23847.t1	g23847
g23848.t1	g23848
g23849.t1	g23849
g23849.t2	g23849
g23851.t1	g23851
g23854.t1	g23854
g23862.t1	g23862
g23869.t1	g23869
g2387.t1	g2387
g2387.t2	g2387
g23871.t1	g23871
g23872.t1	g23872
g23873.t1	g23873
g23875.t1	g23875
g23876.t1	g23876
g23877.t1	g23877
g23878.t1	g23878
g2388.t1	g2388
g23883.t1	g23883
g23884.t1	g23884
g23884.t2	g23884
g23886.t1	g23886
g23887.t1	g23887
g2389.t1	g2389
g23895.t1	g23895
g23897.t1	g23897
g23898.t1	g23898
g23899.t1	g23899
g239.t1	g239
g2390.t1	g2390
g2390.t2	g2390
g23900.t1	g23900
g23901.t1	g23901
g23903.t1	g23903
g23904.t1	g23904
g23905.t1	g23905
g23906.t1	g23906
g23907.t1	g23907
g23907.t2	g23907
g23908.t1	g23908
g2391.t1	g2391
g23910.t1	g23910
g23914.t1	g23914
g23915.t1	g23915
g23919.t1	g23919
g2392.t1	g2392
g23920.t1	g23920
g23921.t1	g23921
g23922.t1	g23922
g23922.t2	g23922
g23923.t1	g23923
g23924.t1	g23924
g23925.t1	g23925
g23927.t1	g23927
g23929.t1	g23929
g2393.t1	g2393
g23932.t1	g23932
g23937.t1	g23937
g2394.t1	g2394
g23947.t1	g23947
g23948.t1	g23948
g23949.t1	g23949
g23950.t1	g23950
g23951.t1	g23951
g23952.t1	g23952
g23963.t1	g23963
g23965.t1	g23965
g23966.t1	g23966
g23967.t1	g23967
g23968.t1	g23968
g23969.t1	g23969
g23970.t1	g23970
g23971.t1	g23971
g23972.t1	g23972
g23973.t1	g23973
g23974.t1	g23974
g23976.t1	g23976
g23978.t1	g23978
g2398.t1	g2398
g23981.t1	g23981
g23983.t1	g23983
g23986.t1	g23986
g23987.t1	g23987
g23989.t1	g23989
g2399.t1	g2399
g23990.t1	g23990
g23991.t1	g23991
g23992.t1	g23992
g23995.t1	g23995
g23996.t1	g23996
g23997.t1	g23997
g23998.t1	g23998
g23999.t1	g23999
g24.t1	g24
g24.t2	g24
g240.t1	g240
g2400.t1	g2400
g24000.t1	g24000
g24001.t1	g24001
g24003.t1	g24003
g24004.t1	g24004
g24004.t2	g24004
g24005.t1	g24005
g24005.t2	g24005
g2401.t1	g2401
g24011.t1	g24011
g2402.t1	g2402
g24020.t1	g24020
g24021.t1	g24021
g24022.t1	g24022
g24023.t1	g24023
g24026.t1	g24026
g24027.t1	g24027
g24033.t1	g24033
g24036.t1	g24036
g24038.t1	g24038
g24039.t1	g24039
g2404.t1	g2404
g2404.t2	g2404
g24047.t1	g24047
g24048.t1	g24048
g24049.t1	g24049
g2405.t1	g2405
g24050.t1	g24050
g24051.t1	g24051
g24052.t1	g24052
g24056.t1	g24056
g24058.t1	g24058
g24059.t1	g24059
g24060.t1	g24060
g24061.t1	g24061
g24061.t2	g24061
g2407.t1	g2407
g24075.t1	g24075
g24077.t1	g24077
g2408.t1	g2408
g24087.t1	g24087
g24087.t2	g24087
g24088.t1	g24088
g24089.t1	g24089
g2409.t1	g2409
g2409.t2	g2409
g2409.t3	g2409
g24090.t1	g24090
g24091.t1	g24091
g24092.t1	g24092
g24093.t1	g24093
g24095.t1	g24095
g24097.t1	g24097
g2410.t1	g2410
g24101.t1	g24101
g24105.t1	g24105
g24107.t1	g24107
g24110.t1	g24110
g24111.t1	g24111
g24113.t1	g24113
g24114.t1	g24114
g24115.t1	g24115
g24116.t1	g24116
g24118.t1	g24118
g24119.t1	g24119
g2412.t1	g2412
g24121.t1	g24121
g24123.t1	g24123
g24127.t1	g24127
g24128.t1	g24128
g24129.t1	g24129
g24130.t1	g24130
g24131.t1	g24131
g24133.t1	g24133
g24134.t1	g24134
g24135.t1	g24135
g24137.t1	g24137
g24138.t1	g24138
g24139.t1	g24139
g2414.t1	g2414
g2415.t1	g2415
g2416.t1	g2416
g24161.t1	g24161
g24162.t1	g24162
g24163.t1	g24163
g24164.t1	g24164
g24165.t1	g24165
g24166.t1	g24166
g24166.t2	g24166
g24167.t1	g24167
g24168.t1	g24168
g2417.t1	g2417
g24171.t1	g24171
g24174.t1	g24174
g24176.t1	g24176
g24177.t1	g24177
g24177.t2	g24177
g24179.t1	g24179
g2418.t1	g2418
g24181.t1	g24181
g24187.t1	g24187
g24189.t1	g24189
g2419.t1	g2419
g24191.t1	g24191
g24191.t2	g24191
g24191.t3	g24191
g24192.t1	g24192
g24192.t2	g24192
g24193.t1	g24193
g24194.t1	g24194
g24198.t1	g24198
g24199.t1	g24199
g24199.t2	g24199
g2420.t1	g2420
g24200.t1	g24200
g24201.t1	g24201
g24202.t1	g24202
g24203.t1	g24203
g24204.t1	g24204
g24205.t1	g24205
g24206.t1	g24206
g24208.t1	g24208
g24210.t1	g24210
g24211.t1	g24211
g24212.t1	g24212
g24212.t2	g24212
g24213.t1	g24213
g24214.t1	g24214
g24215.t1	g24215
g24215.t2	g24215
g24215.t3	g24215
g24216.t1	g24216
g24217.t1	g24217
g24219.t1	g24219
g2422.t1	g2422
g24220.t1	g24220
g24221.t1	g24221
g24222.t1	g24222
g24223.t1	g24223
g24224.t1	g24224
g24225.t1	g24225
g24227.t1	g24227
g24229.t1	g24229
g2423.t1	g2423
g24230.t1	g24230
g24231.t1	g24231
g24231.t2	g24231
g24233.t1	g24233
g24234.t1	g24234
g24236.t1	g24236
g24237.t1	g24237
g24239.t1	g24239
g2424.t1	g2424
g24241.t1	g24241
g24242.t1	g24242
g24244.t1	g24244
g24244.t2	g24244
g2425.t1	g2425
g24251.t1	g24251
g24253.t1	g24253
g24256.t1	g24256
g24258.t1	g24258
g24259.t1	g24259
g2426.t1	g2426
g24260.t1	g24260
g24267.t1	g24267
g24267.t2	g24267
g24267.t3	g24267
g24270.t1	g24270
g24271.t1	g24271
g24272.t1	g24272
g24273.t1	g24273
g24277.t1	g24277
g2428.t1	g2428
g24280.t1	g24280
g24281.t1	g24281
g24282.t1	g24282
g24283.t1	g24283
g24283.t2	g24283
g24283.t3	g24283
g24283.t4	g24283
g24283.t5	g24283
g24284.t1	g24284
g24285.t1	g24285
g24286.t1	g24286
g24287.t1	g24287
g24289.t1	g24289
g2429.t1	g2429
g24298.t1	g24298
g24306.t1	g24306
g24307.t1	g24307
g24308.t1	g24308
g24308.t2	g24308
g24309.t1	g24309
g24310.t1	g24310
g24311.t1	g24311
g24311.t2	g24311
g24312.t1	g24312
g24313.t1	g24313
g24314.t1	g24314
g24315.t1	g24315
g24316.t1	g24316
g24318.t1	g24318
g24319.t1	g24319
g24319.t2	g24319
g24320.t1	g24320
g24321.t1	g24321
g24326.t1	g24326
g24327.t1	g24327
g24333.t1	g24333
g24347.t1	g24347
g24349.t1	g24349
g2435.t1	g2435
g24350.t1	g24350
g24351.t1	g24351
g24352.t1	g24352
g24353.t1	g24353
g24357.t1	g24357
g24357.t2	g24357
g24359.t1	g24359
g24362.t1	g24362
g24362.t2	g24362
g24363.t1	g24363
g24365.t1	g24365
g24366.t1	g24366
g24367.t1	g24367
g24368.t1	g24368
g24369.t1	g24369
g2437.t1	g2437
g24370.t1	g24370
g2438.t1	g2438
g24380.t1	g24380
g24382.t1	g24382
g24383.t1	g24383
g24384.t1	g24384
g24385.t1	g24385
g24385.t2	g24385
g24385.t3	g24385
g24386.t1	g24386
g24387.t1	g24387
g24387.t2	g24387
g24392.t1	g24392
g24392.t2	g24392
g24393.t1	g24393
g24394.t1	g24394
g24395.t1	g24395
g24395.t2	g24395
g24396.t1	g24396
g24396.t2	g24396
g24397.t1	g24397
g24399.t1	g24399
g24399.t2	g24399
g24399.t3	g24399
g2440.t1	g2440
g24400.t1	g24400
g24401.t1	g24401
g24401.t2	g24401
g24407.t1	g24407
g24407.t2	g24407
g24407.t3	g24407
g24409.t1	g24409
g2441.t1	g2441
g24410.t1	g24410
g24412.t1	g24412
g24414.t1	g24414
g24414.t2	g24414
g24415.t1	g24415
g24418.t1	g24418
g2442.t1	g2442
g24420.t1	g24420
g24421.t1	g24421
g24423.t1	g24423
g24424.t1	g24424
g24425.t1	g24425
g24426.t1	g24426
g24427.t1	g24427
g2443.t1	g2443
g2443.t2	g2443
g24435.t1	g24435
g24435.t2	g24435
g24437.t1	g24437
g24437.t2	g24437
g24438.t1	g24438
g2444.t1	g2444
g24440.t1	g24440
g24441.t1	g24441
g24443.t1	g24443
g24444.t1	g24444
g24445.t1	g24445
g24446.t1	g24446
g24447.t1	g24447
g24449.t1	g24449
g2445.t1	g2445
g24450.t1	g24450
g24452.t1	g24452
g2446.t1	g2446
g24460.t1	g24460
g24460.t2	g24460
g24461.t1	g24461
g24462.t1	g24462
g24463.t1	g24463
g24464.t1	g24464
g24465.t1	g24465
g24468.t1	g24468
g24469.t1	g24469
g2447.t1	g2447
g24470.t1	g24470
g24471.t1	g24471
g24472.t1	g24472
g24473.t1	g24473
g24474.t1	g24474
g24475.t1	g24475
g24476.t1	g24476
g24477.t1	g24477
g2448.t1	g2448
g24483.t1	g24483
g24484.t1	g24484
g24485.t1	g24485
g24485.t2	g24485
g24486.t1	g24486
g24487.t1	g24487
g24488.t1	g24488
g24488.t2	g24488
g24488.t3	g24488
g245.t1	g245
g24504.t1	g24504
g24509.t1	g24509
g24510.t1	g24510
g24521.t1	g24521
g24524.t1	g24524
g24527.t1	g24527
g24528.t1	g24528
g24529.t1	g24529
g2453.t1	g2453
g24530.t1	g24530
g24530.t2	g24530
g24531.t1	g24531
g24532.t1	g24532
g24532.t2	g24532
g24532.t3	g24532
g24533.t1	g24533
g24534.t1	g24534
g24535.t1	g24535
g24536.t1	g24536
g2454.t1	g2454
g24542.t1	g24542
g24543.t1	g24543
g24543.t2	g24543
g24546.t1	g24546
g24547.t1	g24547
g24549.t1	g24549
g2455.t1	g2455
g24550.t1	g24550
g24552.t1	g24552
g24553.t1	g24553
g24554.t1	g24554
g24555.t1	g24555
g24558.t1	g24558
g24565.t1	g24565
g24568.t1	g24568
g2457.t1	g2457
g24571.t1	g24571
g24572.t1	g24572
g24573.t1	g24573
g24575.t1	g24575
g24576.t1	g24576
g24577.t1	g24577
g24578.t1	g24578
g24579.t1	g24579
g2458.t1	g2458
g24581.t1	g24581
g24581.t2	g24581
g24583.t1	g24583
g24584.t1	g24584
g24585.t1	g24585
g24586.t1	g24586
g24587.t1	g24587
g24588.t1	g24588
g24589.t1	g24589
g2459.t1	g2459
g24590.t1	g24590
g24594.t1	g24594
g24595.t1	g24595
g24596.t1	g24596
g24598.t1	g24598
g24604.t1	g24604
g24606.t1	g24606
g24609.t1	g24609
g2461.t1	g2461
g2461.t2	g2461
g24610.t1	g24610
g24611.t1	g24611
g24611.t2	g24611
g24612.t1	g24612
g24613.t1	g24613
g24614.t1	g24614
g24615.t1	g24615
g24616.t1	g24616
g24616.t2	g24616
g24617.t1	g24617
g24618.t1	g24618
g2462.t1	g2462
g24620.t1	g24620
g24621.t1	g24621
g24622.t1	g24622
g24623.t1	g24623
g24624.t1	g24624
g24625.t1	g24625
g24626.t1	g24626
g24627.t1	g24627
g24630.t1	g24630
g24631.t1	g24631
g24631.t2	g24631
g24632.t1	g24632
g24638.t1	g24638
g2464.t1	g2464
g24648.t1	g24648
g24650.t1	g24650
g24655.t1	g24655
g2466.t1	g2466
g2467.t1	g2467
g24673.t1	g24673
g24674.t1	g24674
g24675.t1	g24675
g24677.t1	g24677
g24677.t2	g24677
g24678.t1	g24678
g24679.t1	g24679
g2468.t1	g2468
g24680.t1	g24680
g24681.t1	g24681
g24683.t1	g24683
g24684.t1	g24684
g24685.t1	g24685
g24686.t1	g24686
g24687.t1	g24687
g24688.t1	g24688
g24689.t1	g24689
g24699.t1	g24699
g2470.t1	g2470
g24703.t1	g24703
g24705.t1	g24705
g24709.t1	g24709
g2471.t1	g2471
g2471.t2	g2471
g24712.t1	g24712
g24717.t1	g24717
g24718.t1	g24718
g24719.t1	g24719
g2472.t1	g2472
g24720.t1	g24720
g24721.t1	g24721
g24725.t1	g24725
g24727.t1	g24727
g24727.t2	g24727
g24727.t3	g24727
g24729.t1	g24729
g2473.t1	g2473
g24730.t1	g24730
g24731.t1	g24731
g24731.t2	g24731
g24732.t1	g24732
g24733.t1	g24733
g24734.t1	g24734
g24736.t1	g24736
g24737.t1	g24737
g24738.t1	g24738
g24738.t2	g24738
g2474.t1	g2474
g24740.t1	g24740
g24741.t1	g24741
g24742.t1	g24742
g24745.t1	g24745
g24746.t1	g24746
g24747.t1	g24747
g24748.t1	g24748
g24748.t2	g24748
g24749.t1	g24749
g2475.t1	g2475
g24750.t1	g24750
g24750.t2	g24750
g24751.t1	g24751
g24754.t1	g24754
g24759.t1	g24759
g24760.t1	g24760
g24761.t1	g24761
g24763.t1	g24763
g24766.t1	g24766
g24767.t1	g24767
g24768.t1	g24768
g24769.t1	g24769
g24770.t1	g24770
g24773.t1	g24773
g24773.t2	g24773
g24774.t1	g24774
g24775.t1	g24775
g24776.t1	g24776
g24777.t1	g24777
g24778.t1	g24778
g24778.t2	g24778
g24779.t1	g24779
g2478.t1	g2478
g24780.t1	g24780
g24781.t1	g24781
g24782.t1	g24782
g24782.t2	g24782
g24783.t1	g24783
g24785.t1	g24785
g2479.t1	g2479
g24797.t1	g24797
g24797.t2	g24797
g24798.t1	g24798
g24798.t2	g24798
g248.t1	g248
g2480.t1	g2480
g24802.t1	g24802
g24802.t2	g24802
g24804.t1	g24804
g24806.t1	g24806
g24807.t1	g24807
g24807.t2	g24807
g24808.t1	g24808
g2481.t1	g2481
g24811.t1	g24811
g24812.t1	g24812
g24815.t1	g24815
g24817.t1	g24817
g24818.t1	g24818
g24819.t1	g24819
g2482.t1	g2482
g24820.t1	g24820
g24821.t1	g24821
g24822.t1	g24822
g24823.t1	g24823
g24823.t2	g24823
g24823.t3	g24823
g24824.t1	g24824
g24826.t1	g24826
g24829.t1	g24829
g24830.t1	g24830
g24832.t1	g24832
g24838.t1	g24838
g24838.t2	g24838
g24844.t1	g24844
g24844.t2	g24844
g24845.t1	g24845
g24846.t1	g24846
g24847.t1	g24847
g24848.t1	g24848
g24849.t1	g24849
g24850.t1	g24850
g24853.t1	g24853
g2486.t1	g2486
g2486.t2	g2486
g24861.t1	g24861
g24863.t1	g24863
g24864.t1	g24864
g24865.t1	g24865
g24867.t1	g24867
g2487.t1	g2487
g24874.t1	g24874
g24875.t1	g24875
g24876.t1	g24876
g24877.t1	g24877
g24878.t1	g24878
g24879.t1	g24879
g2488.t1	g2488
g24880.t1	g24880
g24881.t1	g24881
g24882.t1	g24882
g24885.t1	g24885
g24886.t1	g24886
g24887.t1	g24887
g24888.t1	g24888
g24889.t1	g24889
g2489.t1	g2489
g24890.t1	g24890
g24892.t1	g24892
g24893.t1	g24893
g24894.t1	g24894
g24895.t1	g24895
g24895.t2	g24895
g24896.t1	g24896
g249.t1	g249
g2490.t1	g2490
g24900.t1	g24900
g24902.t1	g24902
g24903.t1	g24903
g24904.t1	g24904
g24906.t1	g24906
g24907.t1	g24907
g24907.t2	g24907
g24908.t1	g24908
g24909.t1	g24909
g2491.t1	g2491
g24910.t1	g24910
g24911.t1	g24911
g24911.t2	g24911
g24911.t3	g24911
g24918.t1	g24918
g2492.t1	g2492
g24923.t1	g24923
g24929.t1	g24929
g24930.t1	g24930
g24932.t1	g24932
g24933.t1	g24933
g24934.t1	g24934
g24935.t1	g24935
g24936.t1	g24936
g24937.t1	g24937
g24937.t2	g24937
g2494.t1	g2494
g2495.t1	g2495
g24953.t1	g24953
g2496.t1	g2496
g24969.t1	g24969
g2497.t1	g2497
g2497.t2	g2497
g24970.t1	g24970
g24971.t1	g24971
g24972.t1	g24972
g24973.t1	g24973
g24974.t1	g24974
g24974.t2	g24974
g24975.t1	g24975
g24976.t1	g24976
g24977.t1	g24977
g24979.t1	g24979
g2498.t1	g2498
g24980.t1	g24980
g24980.t2	g24980
g24981.t1	g24981
g24982.t1	g24982
g24984.t1	g24984
g24985.t1	g24985
g24985.t2	g24985
g24986.t1	g24986
g24987.t1	g24987
g24988.t1	g24988
g24989.t1	g24989
g2499.t1	g2499
g24990.t1	g24990
g24991.t1	g24991
g24992.t1	g24992
g24993.t1	g24993
g24994.t1	g24994
g24995.t1	g24995
g24995.t2	g24995
g24996.t1	g24996
g24997.t1	g24997
g24998.t1	g24998
g24999.t1	g24999
g25.t1	g25
g2500.t1	g2500
g2500.t2	g2500
g2500.t3	g2500
g25006.t1	g25006
g25007.t1	g25007
g25007.t2	g25007
g25011.t1	g25011
g25015.t1	g25015
g25016.t1	g25016
g25020.t1	g25020
g25021.t1	g25021
g25021.t2	g25021
g25022.t1	g25022
g25023.t1	g25023
g25024.t1	g25024
g25025.t1	g25025
g25028.t1	g25028
g25034.t1	g25034
g25035.t1	g25035
g25036.t1	g25036
g25037.t1	g25037
g25038.t1	g25038
g2504.t1	g2504
g25045.t1	g25045
g25046.t1	g25046
g25048.t1	g25048
g25049.t1	g25049
g25053.t1	g25053
g25054.t1	g25054
g25055.t1	g25055
g25055.t2	g25055
g25056.t1	g25056
g25058.t1	g25058
g25059.t1	g25059
g25060.t1	g25060
g25061.t1	g25061
g25062.t1	g25062
g25063.t1	g25063
g25068.t1	g25068
g25069.t1	g25069
g25071.t1	g25071
g25072.t1	g25072
g25073.t1	g25073
g25073.t2	g25073
g25073.t3	g25073
g25073.t4	g25073
g25073.t5	g25073
g25073.t6	g25073
g25077.t1	g25077
g25078.t1	g25078
g25079.t1	g25079
g25079.t2	g25079
g25081.t1	g25081
g25082.t1	g25082
g25082.t2	g25082
g25083.t1	g25083
g25083.t2	g25083
g25083.t3	g25083
g25085.t1	g25085
g25086.t1	g25086
g25087.t1	g25087
g25089.t1	g25089
g2509.t1	g2509
g25090.t1	g25090
g25094.t1	g25094
g25095.t1	g25095
g25095.t2	g25095
g25095.t3	g25095
g25096.t1	g25096
g25097.t1	g25097
g25098.t1	g25098
g25099.t1	g25099
g251.t1	g251
g2510.t1	g2510
g2510.t2	g2510
g25101.t1	g25101
g25102.t1	g25102
g25102.t2	g25102
g25103.t1	g25103
g25104.t1	g25104
g25105.t1	g25105
g25106.t1	g25106
g25106.t2	g25106
g25106.t3	g25106
g25107.t1	g25107
g25108.t1	g25108
g25109.t1	g25109
g2511.t1	g2511
g2511.t2	g2511
g25110.t1	g25110
g25110.t2	g25110
g25111.t1	g25111
g25112.t1	g25112
g25113.t1	g25113
g25114.t1	g25114
g25116.t1	g25116
g25117.t1	g25117
g25118.t1	g25118
g25119.t1	g25119
g2512.t1	g2512
g25120.t1	g25120
g25121.t1	g25121
g25122.t1	g25122
g25123.t1	g25123
g25125.t1	g25125
g25125.t2	g25125
g25127.t1	g25127
g25128.t1	g25128
g25129.t1	g25129
g2513.t1	g2513
g25130.t1	g25130
g25131.t1	g25131
g25131.t2	g25131
g25132.t1	g25132
g25132.t2	g25132
g25132.t3	g25132
g25132.t4	g25132
g25133.t1	g25133
g25134.t1	g25134
g25136.t1	g25136
g25137.t1	g25137
g25138.t1	g25138
g2514.t1	g2514
g25140.t1	g25140
g25142.t1	g25142
g25142.t2	g25142
g25143.t1	g25143
g25144.t1	g25144
g25147.t1	g25147
g2515.t1	g2515
g25155.t1	g25155
g25158.t1	g25158
g25159.t1	g25159
g25159.t2	g25159
g2516.t1	g2516
g25160.t1	g25160
g25161.t1	g25161
g25162.t1	g25162
g25163.t1	g25163
g25165.t1	g25165
g25166.t1	g25166
g25167.t1	g25167
g25168.t1	g25168
g2517.t1	g2517
g25170.t1	g25170
g25171.t1	g25171
g25172.t1	g25172
g25174.t1	g25174
g25176.t1	g25176
g25177.t1	g25177
g25178.t1	g25178
g25179.t1	g25179
g2518.t1	g2518
g25180.t1	g25180
g25180.t2	g25180
g25185.t1	g25185
g25186.t1	g25186
